,PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
624,625,3,1,21.0,0,0,16.1,3
625,626,1,1,61.0,0,0,32.3208,3
626,627,2,1,57.0,0,0,12.35,3
627,628,1,1,21.0,0,0,77.9583,3
628,629,3,1,26.0,0,0,7.8958,3
629,630,3,1,29.0,0,0,7.7333,3
630,631,1,1,80.0,0,0,30.0,3
631,632,3,1,51.0,0,0,7.0542,3
632,633,1,1,32.0,0,0,30.5,3
633,634,1,1,29.0,0,0,0.0,3
634,635,3,1,9.0,3,2,27.9,3
635,636,2,1,28.0,0,0,13.0,3
636,637,3,1,32.0,0,0,7.925,3
637,638,2,1,31.0,1,1,26.25,3
638,639,3,1,41.0,0,5,39.6875,3
639,640,3,1,29.0,1,0,16.1,3
640,641,3,1,20.0,0,0,7.8542,3
641,642,1,1,24.0,0,0,69.3,3
642,643,3,1,2.0,3,2,27.9,3
643,644,3,1,29.0,0,0,56.4958,3
644,645,3,1,0.75,2,1,19.2583,3
645,646,1,1,48.0,1,0,76.7292,3
646,647,3,1,19.0,0,0,7.8958,3
647,648,1,1,56.0,0,0,35.5,3
648,649,3,1,29.0,0,0,7.55,3
649,650,3,1,23.0,0,0,7.55,3
650,651,3,1,29.0,0,0,7.8958,3
651,652,2,1,18.0,0,1,23.0,3
652,653,3,1,21.0,0,0,8.4333,3
653,654,3,1,27.0,0,0,7.8292,3
654,655,3,1,18.0,0,0,6.75,3
655,656,2,1,24.0,2,0,73.5,3
656,657,3,1,29.0,0,0,7.8958,3
657,658,3,1,32.0,1,1,15.5,3
658,659,2,1,23.0,0,0,13.0,3
659,660,1,1,58.0,0,2,113.275,3
660,661,1,1,50.0,2,0,133.65,3
661,662,3,1,40.0,0,0,7.225,3
662,663,1,1,47.0,0,0,25.5875,3
663,664,3,1,36.0,0,0,7.4958,3
664,665,3,1,20.0,1,0,7.925,3
665,666,2,1,32.0,2,0,73.5,3
666,667,2,1,25.0,0,0,13.0,3
667,668,3,1,29.0,0,0,7.775,3
668,669,3,1,43.0,0,0,8.05,3
669,670,1,1,27.0,1,0,52.0,3
670,671,2,1,40.0,1,1,39.0,3
671,672,1,1,31.0,1,0,52.0,3
672,673,2,1,70.0,0,0,10.5,3
673,674,2,1,31.0,0,0,13.0,3
674,675,2,1,29.0,0,0,0.0,3
675,676,3,1,18.0,0,0,7.775,3
676,677,3,1,24.5,0,0,8.05,3
677,678,3,1,18.0,0,0,9.8417,3
678,679,3,1,43.0,1,6,46.9,3
679,680,1,1,36.0,0,1,512.3292,3
680,681,3,1,27.0,0,0,8.1375,3
681,682,1,1,27.0,0,0,76.7292,3
682,683,3,1,20.0,0,0,9.225,3
683,684,3,1,14.0,5,2,46.9,3
684,685,2,1,60.0,1,1,39.0,3
685,686,2,1,25.0,1,2,41.5792,3
686,687,3,1,14.0,4,1,39.6875,3
687,688,3,1,19.0,0,0,10.1708,3
688,689,3,1,18.0,0,0,7.7958,3
689,690,1,1,15.0,0,1,211.3375,3
690,691,1,1,31.0,1,0,57.0,3
691,692,3,1,4.0,0,1,13.4167,3
692,693,3,1,29.0,0,0,56.4958,3
693,694,3,1,25.0,0,0,7.225,3
694,695,1,1,60.0,0,0,26.55,3
695,696,2,1,52.0,0,0,13.5,3
696,697,3,1,44.0,0,0,8.05,3
697,698,3,1,27.0,0,0,7.7333,3
698,699,1,1,49.0,1,1,110.8833,3
699,700,3,1,42.0,0,0,7.65,3
700,701,1,1,18.0,1,0,227.525,3
701,702,1,1,35.0,0,0,26.2875,3
702,703,3,1,18.0,0,1,14.4542,3
703,704,3,1,25.0,0,0,7.7417,3
704,705,3,1,26.0,1,0,7.8542,3
705,706,2,1,39.0,0,0,26.0,3
706,707,2,1,45.0,0,0,13.5,3
707,708,1,1,42.0,0,0,26.2875,3
708,709,1,1,22.0,0,0,151.55,3
709,710,3,1,29.0,1,1,15.2458,3
710,711,1,1,24.0,0,0,49.5042,3
711,712,1,1,29.0,0,0,26.55,3
712,713,1,1,48.0,1,0,52.0,3
713,714,3,1,29.0,0,0,9.4833,3
714,715,2,1,52.0,0,0,13.0,3
715,716,3,1,19.0,0,0,7.65,3
716,717,1,1,38.0,0,0,227.525,3
717,718,2,1,27.0,0,0,10.5,3
718,719,3,1,29.0,0,0,15.5,3
719,720,3,1,33.0,0,0,7.775,3
720,721,2,1,6.0,0,1,33.0,3
721,722,3,1,17.0,1,0,7.0542,3
722,723,2,1,34.0,0,0,13.0,3
723,724,2,1,50.0,0,0,13.0,3
724,725,1,1,27.0,1,0,53.1,3
725,726,3,1,20.0,0,0,8.6625,3
726,727,2,1,30.0,3,0,21.0,3
727,728,3,1,27.0,0,0,7.7375,3
728,729,2,1,25.0,1,0,26.0,3
729,730,3,1,25.0,1,0,7.925,3
730,731,1,1,29.0,0,0,211.3375,3
731,732,3,1,11.0,0,0,18.7875,3
732,733,2,1,29.0,0,0,0.0,3
733,734,2,1,23.0,0,0,13.0,3
734,735,2,1,23.0,0,0,13.0,3
735,736,3,1,28.5,0,0,16.1,3
736,737,3,1,48.0,1,3,34.375,3
737,738,1,1,35.0,0,0,512.3292,3
738,739,3,1,29.0,0,0,7.8958,3
739,740,3,1,29.0,0,0,7.8958,3
740,741,1,1,29.0,0,0,30.0,3
741,742,1,1,36.0,1,0,78.85,3
742,743,1,1,21.0,2,2,262.375,3
743,744,3,1,24.0,1,0,16.1,3
744,745,3,1,31.0,0,0,7.925,3
745,746,1,1,70.0,1,1,71.0,3
746,747,3,1,16.0,1,1,20.25,3
747,748,2,1,30.0,0,0,13.0,3
748,749,1,1,19.0,1,0,53.1,3
749,750,3,1,31.0,0,0,7.75,3
750,751,2,1,4.0,1,1,23.0,3
751,752,3,1,6.0,0,1,12.475,3
752,753,3,1,33.0,0,0,9.5,3
753,754,3,1,23.0,0,0,7.8958,3
754,755,2,1,48.0,1,2,65.0,3
755,756,2,1,0.67,1,1,14.5,3
756,757,3,1,28.0,0,0,7.7958,3
757,758,2,1,18.0,0,0,11.5,3
758,759,3,1,34.0,0,0,8.05,3
759,760,1,1,33.0,0,0,86.5,3
760,761,3,1,29.0,0,0,14.5,3
761,762,3,1,41.0,0,0,7.125,3
762,763,3,1,20.0,0,0,7.2292,3
763,764,1,1,36.0,1,2,120.0,3
764,765,3,1,16.0,0,0,7.775,3
765,766,1,1,51.0,1,0,77.9583,3
766,767,1,1,29.0,0,0,39.6,3
767,768,3,1,30.5,0,0,7.75,3
768,769,3,1,29.0,1,0,24.15,3
769,770,3,1,32.0,0,0,8.3625,3
770,771,3,1,24.0,0,0,9.5,3
771,772,3,1,48.0,0,0,7.8542,3
772,773,2,1,57.0,0,0,10.5,3
773,774,3,1,29.0,0,0,7.225,3
774,775,2,1,54.0,1,3,23.0,3
775,776,3,1,18.0,0,0,7.75,3
776,777,3,1,29.0,0,0,7.75,3
777,778,3,1,5.0,0,0,12.475,3
778,779,3,1,29.0,0,0,7.7375,3
779,780,1,1,43.0,0,1,211.3375,3
780,781,3,1,13.0,0,0,7.2292,3
781,782,1,1,17.0,1,0,57.0,3
782,783,1,1,29.0,0,0,30.0,3
783,784,3,1,29.0,1,2,23.45,3
784,785,3,1,25.0,0,0,7.05,3
785,786,3,1,25.0,0,0,7.25,3
786,787,3,1,18.0,0,0,7.4958,3
787,788,3,1,8.0,4,1,29.125,3
788,789,3,1,1.0,1,2,20.575,3
789,790,1,1,46.0,0,0,79.2,3
790,791,3,1,29.0,0,0,7.75,3
791,792,2,1,16.0,0,0,26.0,3
792,793,3,1,27.0,8,2,69.55,3
793,794,1,1,29.0,0,0,30.6958,3
794,795,3,1,25.0,0,0,7.8958,3
795,796,2,1,39.0,0,0,13.0,3
796,797,1,1,49.0,0,0,25.9292,3
797,798,3,1,31.0,0,0,8.6833,3
798,799,3,1,30.0,0,0,7.2292,3
799,800,3,1,30.0,1,1,24.15,3
800,801,2,1,34.0,0,0,13.0,3
801,802,2,1,31.0,1,1,26.25,3
802,803,1,1,11.0,1,2,120.0,3
803,804,3,1,0.42,0,1,8.5167,3
804,805,3,1,27.0,0,0,6.975,3
805,806,3,1,31.0,0,0,7.775,3
806,807,1,1,39.0,0,0,0.0,3
807,808,3,1,18.0,0,0,7.775,3
808,809,2,1,39.0,0,0,13.0,3
809,810,1,1,33.0,1,0,53.1,3
810,811,3,1,26.0,0,0,7.8875,3
811,812,3,1,39.0,0,0,24.15,3
812,813,2,1,35.0,0,0,10.5,3
813,814,3,1,6.0,4,2,31.275,3
814,815,3,1,30.5,0,0,8.05,3
815,816,1,1,29.0,0,0,0.0,3
816,817,3,1,23.0,0,0,7.925,3
817,818,2,1,31.0,1,1,37.0042,3
818,819,3,1,43.0,0,0,6.45,3
819,820,3,1,10.0,3,2,27.9,3
820,821,1,1,52.0,1,1,93.5,3
821,822,3,1,27.0,0,0,8.6625,3
822,823,1,1,38.0,0,0,0.0,3
823,824,3,1,27.0,0,1,12.475,3
824,825,3,1,2.0,4,1,39.6875,3
825,826,3,1,29.0,0,0,6.95,3
826,827,3,1,29.0,0,0,56.4958,3
827,828,2,1,1.0,0,2,37.0042,3
828,829,3,1,29.0,0,0,7.75,3
829,830,1,1,62.0,0,0,80.0,3
830,831,3,1,15.0,1,0,14.4542,3
831,832,2,1,0.83,1,1,18.75,3
832,833,3,1,29.0,0,0,7.2292,3
833,834,3,1,23.0,0,0,7.8542,3
834,835,3,1,18.0,0,0,8.3,3
835,836,1,1,39.0,1,1,83.1583,3
836,837,3,1,21.0,0,0,8.6625,3
837,838,3,1,29.0,0,0,8.05,3
838,839,3,1,32.0,0,0,56.4958,3
839,840,1,1,29.0,0,0,29.7,3
840,841,3,1,20.0,0,0,7.925,3
841,842,2,1,16.0,0,0,10.5,3
842,843,1,1,30.0,0,0,31.0,3
843,844,3,1,34.5,0,0,6.4375,3
844,845,3,1,17.0,0,0,8.6625,3
845,846,3,1,42.0,0,0,7.55,3
846,847,3,1,29.0,8,2,69.55,3
847,848,3,1,35.0,0,0,7.8958,3
848,849,2,1,28.0,0,1,33.0,3
849,850,1,1,27.0,1,0,89.1042,3
850,851,3,1,4.0,4,2,31.275,3
851,852,3,1,74.0,0,0,7.775,3
852,853,3,1,9.0,1,1,15.2458,3
853,854,1,1,16.0,0,1,39.4,3
854,855,2,1,44.0,1,0,26.0,3
855,856,3,1,18.0,0,1,9.35,3
856,857,1,1,45.0,1,1,164.8667,3
857,858,1,1,51.0,0,0,26.55,3
858,859,3,1,24.0,0,3,19.2583,3
859,860,3,1,29.0,0,0,7.2292,3
860,861,3,1,41.0,2,0,14.1083,3
861,862,2,1,21.0,1,0,11.5,3
862,863,1,1,48.0,0,0,25.9292,3
863,864,3,1,27.0,8,2,69.55,3
864,865,2,1,24.0,0,0,13.0,3
865,866,2,1,42.0,0,0,13.0,3
866,867,2,1,27.0,1,0,13.8583,3
867,868,1,1,31.0,0,0,50.4958,3
868,869,3,1,29.0,0,0,9.5,3
869,870,3,1,4.0,1,1,11.1333,3
870,871,3,1,26.0,0,0,7.8958,3
871,872,1,1,47.0,1,1,52.5542,3
872,873,1,1,33.0,0,0,5.0,3
873,874,3,1,47.0,0,0,9.0,3
874,875,2,1,28.0,1,0,24.0,3
875,876,3,1,15.0,0,0,7.225,3
876,877,3,1,20.0,0,0,9.8458,3
877,878,3,1,19.0,0,0,7.8958,3
878,879,3,1,29.0,0,0,7.8958,3
879,880,1,1,56.0,0,1,83.1583,3
880,881,2,1,25.0,0,1,26.0,3
881,882,3,1,33.0,0,0,7.8958,3
882,883,3,1,22.0,0,0,10.5167,3
883,884,2,1,28.0,0,0,10.5,3
884,885,3,1,25.0,0,0,7.05,3
885,886,3,1,39.0,0,5,29.125,3
886,887,2,1,27.0,0,0,13.0,3
887,888,1,1,19.0,0,0,30.0,3
888,889,3,1,27.0,1,2,23.45,3
889,890,1,1,26.0,0,0,30.0,3
890,891,3,1,32.0,0,0,7.75,3
